Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,SYN Flag Count,ACK Flag Count,PSH Flag Count,Protocol,Service,Label
443,19021.189286194007,95,4,61188.65496817184,248.17602301778547,644.0911049281247,62.04400575444637,3229915.3363550096,5204.721876768051,194.09376822646945,1,0,0,TCP,HTTPS,DoS
443,2731.3190702138713,4,5,582.5477912505261,3225.572064365543,145.63694781263152,645.1144128731087,1394242.0338748195,3295.1111783857864,341.4148837767339,0,1,1,TCP,DNS,BENIGN
80,116341.55937935614,428,4,427017.83455782104,207.65854700403668,997.7052209294884,51.91463675100917,3672165.7796571767,3713.2044843182225,269.93401248110473,0,0,1,TCP,HTTP,DoS
443,119235.85164575312,17,18,7401.616160849824,8743.093617446697,435.38918593234257,485.7274231914831,135401.4715830778,293.535874629253,3506.936813110386,0,1,0,TCP,HTTP,BENIGN
80,7480.87251642603,5,4,546.3890001555985,1878.9353742205049,109.27780003111971,469.7338435551262,324203.4093016193,1203.0682223548608,935.1090645532538,0,1,1,ICMP,HTTPS,BENIGN
443,80422.97728638048,31,33,11589.729123347692,48593.60713989315,373.8622297854094,1472.5335496937319,748335.0939487391,795.7924732393401,1276.5551950219124,1,1,1,TCP,HTTPS,Web Attack
443,13443.126112468779,13,36,7991.256878045598,54311.57085898362,614.7120675419691,1508.6547460828783,4634549.078524381,3644.9855182531896,280.06512734309956,1,1,1,TCP,HTTP,Web Attack
18517,1209.5494670634794,1,0,22.936248337984814,0.0,22.936248337984814,10.266961083072225,18962.63771143564,826.7541156690189,1209.5494670634794,1,0,0,TCP,Other,PortScan
21,19663.153269481845,2,9,374.3929155382674,5285.189717657875,187.1964577691337,587.2433019619862,287826.8076148339,559.4219731314674,1966.3153269481845,1,1,0,TCP,HTTPS,BENIGN
8080,118910.50923624831,9,2,1328.9021476779421,1054.0963747531896,147.65579418643802,527.0481873765948,20040.268414767717,92.50654185783938,11891.05092362483,0,1,0,TCP,HTTPS,BENIGN
80,251427.933626915,489,6,491450.8085987474,283.6438174456681,1005.0118785250459,47.27396957427801,1955766.9878712061,1968.7549941627128,508.9634283945648,1,0,1,TCP,HTTP,DoS
80,160129.5822835355,14,4,7180.818207373899,2087.7835847241276,512.9155862409928,521.9458961810319,57881.88328429196,112.4089611882461,9419.387193149147,0,0,0,UDP,HTTP,BENIGN
53,19661.196788777128,26,4,8722.19656370233,1905.1853119482314,335.4690986039357,476.29632798705785,540525.685685462,1525.8481120093563,677.9723030612803,0,1,0,ICMP,HTTP,BENIGN
80,34806.32877559301,20,23,6451.341931926376,10884.64282961349,322.5670965963188,473.2453404179779,498069.9019799025,1235.407511008532,828.7221137045954,0,1,0,TCP,HTTP,BENIGN
53,125090.81602791796,17,1,6308.913792184697,413.1313936796677,371.11257601086453,413.1313936796677,53737.31980742797,143.89545589008495,7358.28329575988,0,1,0,TCP,HTTPS,BENIGN
22,4886.898161169853,25,71,2914.7616348749507,21026.626764641147,116.59046539499802,296.1496727414246,4899097.057055283,19644.362709007015,51.44103327547214,1,1,1,TCP,SSH,Brute Force
80,61858.42668559562,11,5,5967.953850984282,2440.6583332116184,542.5412591803893,488.1316666423237,135933.17248325577,258.6551397649072,4123.895112373041,0,1,0,TCP,HTTPS,BENIGN
8080,285577.7947600203,157,3,100861.07733978222,0.0,642.4272442024345,0.0,353182.49244321976,560.2676501317369,1796.086759496983,1,0,1,TCP,HTTPS,DoS
8080,54600.7841219608,3,2,1010.7948900636848,1107.4565496761481,336.9316300212283,553.7282748380741,38795.25676789425,91.5737764650337,13650.1960304902,1,0,0,UDP,HTTP,BENIGN
443,160523.39364222027,29,15,1692.128904333928,8353.884753264818,58.3492725632389,556.9256502176545,62582.86365406419,274.1033503071124,3733.1021777260526,0,1,1,TCP,HTTPS,BENIGN
80,90380.38925515719,10,9,1766.3784813128977,5604.835456334202,176.6378481312898,622.7594951482447,81557.66973781308,210.22259537254473,5021.132736397622,0,0,0,TCP,HTTPS,BENIGN
443,16580.767589251005,21,20,6125.6412054078955,11116.94169580006,291.69720025751883,555.847084790003,1039914.6365446913,2472.7443876952666,414.5191897312751,1,1,1,TCP,HTTP,BENIGN
443,60565.118743541396,16,28,7001.369966272458,31561.277868018824,437.58562289202865,1127.1884952863866,636713.8153824484,726.4907741090183,1408.4911335707302,1,1,1,TCP,HTTP,Web Attack
1207,829.0778474913902,2,0,66.12829976926483,0.0,33.064149884632414,18.687510055391762,79761.26725536658,2412.318705718126,829.0778474913902,1,0,0,TCP,Other,PortScan
80,6283.129490396984,13,33,9312.539192515254,53691.24216856825,716.3491686550195,1627.007338441462,10027452.316139162,7321.192420163476,139.62509978659963,1,1,1,TCP,HTTP,Web Attack
21,27796.639704025994,42,26,8036.088740633053,2940.868417620769,191.3354462055489,113.11032375464497,394902.30744200165,2446.338864123603,414.87521946307453,1,1,1,TCP,FTP,Brute Force
80,47560.40732207606,59,6,40725.46026985482,406.8441585614328,690.2620384721156,67.8073597602388,864843.401148163,1366.6829966325588,743.1313644074385,1,0,1,TCP,Other,DoS
21,12437.083982040693,22,36,4041.7749675395635,5793.691870387393,183.71704397907106,160.93588528853869,790817.7553620684,4663.47256991693,218.1944558252753,1,1,1,TCP,FTP,Brute Force
8080,8710.336774994359,28,6,3008.694229905798,2835.9665987768885,107.4533653537785,472.6610997961481,671002.8532377236,3903.4082008869304,263.9495992422533,0,1,1,TCP,DNS,BENIGN
443,2599.3271734604627,21,3,5693.459356665111,1141.793946067501,271.11711222214814,380.5979820225004,2629624.070613972,9233.158582360757,113.0142249330636,1,0,0,UDP,HTTPS,BENIGN
443,200599.5551645053,7,3,1636.6076784769373,2025.0600581481726,233.80109692527677,675.0200193827242,18253.618427131074,49.85055919889413,22288.83946272281,0,0,1,TCP,Other,BENIGN
80,50927.26206771278,9,10,1452.113409162642,3173.9083379967137,161.34593435140468,317.3908337996714,90835.86195952586,373.08112057423466,2829.2923370951544,0,1,1,TCP,FTP,BENIGN
443,2876.9037804363966,9,15,2965.341114411737,5431.2269773342005,329.48234604574856,362.0817984889467,2918612.763083882,8342.30194391814,125.08277306245202,0,1,0,TCP,HTTP,BENIGN
53,183230.62645393336,13,23,3423.8866011124815,10777.959058361508,263.3758923932678,468.60691558093515,77508.0341879665,196.47370473325802,5235.160755826668,1,1,0,TCP,HTTPS,BENIGN
34373,518.7430123500133,2,0,99.232794016738,0.0,49.616397008369,9.819927574355418,191294.70981631713,3855.47362062688,518.7430123500133,1,0,0,UDP,Other,PortScan
53,7137.842759972,16,24,5996.79263780352,7576.394336741951,374.79953986272,315.68309736424794,1901581.11224612,5603.9340379300975,183.02160923005127,0,1,1,ICMP,HTTP,BENIGN
443,18233.656567015227,9,25,2218.2788664536442,11700.137841379707,246.47542960596047,468.0055136551883,763336.561521721,1864.68357978762,552.5350474853099,1,1,0,TCP,DNS,BENIGN
80,55629.55071938394,18,24,5141.655595038677,6905.157848880699,285.6475330577043,287.71491037002914,216554.21063326517,754.9944131647505,1356.8183102288765,1,0,1,TCP,HTTP,BENIGN
80,32535.664454620008,4,18,1048.8522184154597,9431.555450151862,262.2130546038649,523.9753027862146,322120.597327439,676.181057580216,1549.317354981905,0,1,0,TCP,HTTPS,BENIGN
13583,1090.5999902160565,2,0,82.57457361479297,0.0,41.287286807396484,7.646660206965199,75714.81235611811,1833.8529414471975,1090.5999902160565,1,0,0,TCP,Other,PortScan
443,64857.740006296815,20,26,5501.2643233038225,8592.99853323942,275.06321616519114,330.49994358613156,217310.42208955906,709.2445712035914,1441.2831112510403,1,1,0,TCP,HTTP,BENIGN
6667,33040.762222991885,64,21,15915.969414073357,6167.7402254845265,248.6870220948962,293.7019154992632,668377.7296212199,2572.5798765275317,393.34240741657004,1,1,0,UDP,HTTP,Botnet
33379,321.1630424255543,2,0,88.16160755819067,0.0,44.08080377909533,19.008005303434558,274507.32466711686,6227.366588929985,321.1630424255543,1,0,0,TCP,Other,PortScan
80,29033.429180979936,3,22,635.2832090764138,12813.910384510564,211.7610696921379,582.4504720232075,463231.3155208571,861.0763766196012,1209.726215874164,1,1,0,TCP,HTTPS,BENIGN
53,76463.80865739174,28,18,9036.47862737849,6055.941063219915,322.7313795492318,336.4411701788842,197379.9102556138,601.5917962720157,1699.1957479420387,0,1,0,TCP,DNS,BENIGN
32071,3664.547031256102,1,0,44.165235447151716,0.0,44.165235447151716,21.973684622346912,12052.031279842282,272.88502275197396,3664.547031256102,1,0,0,TCP,Other,PortScan
80,4055.9624399699405,157,0,143281.76475343076,0.0,912.6227054358646,80.74089212318695,35326206.01745332,38708.4452392423,25.99975923057654,0,0,0,TCP,HTTPS,DoS
443,88861.9506216916,320,4,277016.8666593922,82.97386476584002,865.6777083106006,20.743466191460005,3118318.229405564,3646.1049721871636,275.11439820957156,1,0,0,TCP,Other,DoS
10796,883.2524729373175,1,1,29.89194429488198,22.004890050167965,29.89194429488198,22.004890050167965,58756.51179607051,2264.3582229086333,883.2524729373175,1,0,0,TCP,Other,PortScan
53,26576.25722950865,28,16,10489.934148354325,7033.225763495679,374.64050529836874,439.5766102184799,659353.9398916322,1655.613114368305,618.0524937095034,0,1,1,ICMP,HTTP,BENIGN
22,36583.35367827716,25,19,8456.800526161784,8842.430474961904,338.2720210464713,465.39107762957394,472871.65504992515,1202.7328163225989,850.7756669366782,0,1,1,TCP,HTTP,BENIGN
53,73935.09079086871,24,21,13433.849297700537,6941.082654666627,559.7437207375224,330.52774546031554,275578.64248789905,608.6419793178598,1680.3429725197434,1,0,1,TCP,DNS,BENIGN
21,38574.28717364337,28,36,4268.704903949767,6638.163538425683,152.45374656963455,184.39343162293565,282749.708200124,1659.136297500508,612.2902725975139,1,1,1,TCP,SSH,Brute Force
80,88313.17940814118,414,2,353343.45529389434,67.08102627156997,853.4866069900829,33.540513135784984,4001787.0343776415,4710.508700829889,212.80284194732815,1,0,0,TCP,HTTP,DoS
21,43709.735469317944,16,29,5495.258143237573,19800.180423989503,343.4536339523483,682.7648422065346,578714.0621105614,1029.5189279191075,993.4030788481351,0,1,1,TCP,HTTPS,BENIGN
443,102667.08541712604,14,15,5074.774323026857,8504.205220822074,362.48388021620406,566.9470147214716,132262.24830167237,282.46638036110517,3666.6816220402156,0,1,1,TCP,HTTPS,BENIGN
53,6961.929825931238,5,9,1084.9179388573357,7154.146281327219,216.98358777146714,794.905142369691,1183445.456387157,2010.9366727389183,535.5330635331721,0,1,1,TCP,HTTP,BENIGN
443,11308.68246857402,16,29,6628.267998116065,12999.8578990464,414.2667498822541,448.2709620360827,1735668.6733142922,3979.2433932999384,257.0155106494095,0,0,0,TCP,HTTPS,BENIGN
443,298102.3506991483,71,1,38119.80673023228,45.60186325970757,536.8986863412997,45.60186325970757,128027.86862962173,241.527783431215,4198.624657734484,1,0,1,TCP,HTTP,DoS
443,72858.139937934,475,6,453566.14540141186,420.3215417457959,954.8760955819197,70.05359029096599,6231101.525922803,6601.870434926718,151.7877915373625,1,1,1,TCP,HTTPS,DoS
21,30932.264118150393,66,20,10564.205011170987,3512.130911926205,160.0637122904695,175.60654559631024,455069.69258152356,2780.268514180216,363.9089896252987,1,1,1,TCP,SSH,Brute Force
443,38564.155343204424,27,2,9418.678818378601,657.5629602377084,348.8399562362445,328.7814801188542,261285.16724772225,751.9936516672659,1377.2912622573008,0,1,0,TCP,HTTP,BENIGN
80,45195.36722810191,27,11,6277.077786824715,4048.0522099492605,232.48436247498944,368.00474635902367,228455.49510999303,840.7941417582304,1221.496411570322,0,1,1,TCP,HTTPS,BENIGN
80,243619.21715598553,282,7,179429.77068394006,305.40672805278706,636.2757825671633,43.62953257896958,737770.9341250829,1186.2775169126246,845.9000595693942,1,1,1,TCP,HTTP,DoS
47033,211.21366757445142,2,0,61.698340142952986,0.0,30.849170071476493,7.904911591832522,292113.3885486115,9469.084188384793,211.21366757445142,1,0,0,TCP,Other,PortScan
80,125953.15560570877,404,6,227554.22800892353,122.73549589774517,563.2530396260483,20.455915982957528,1807632.0709070184,3255.178467171464,307.9539256863295,1,0,0,TCP,HTTPS,DoS
45025,112.27186189684825,2,0,82.38665548900568,0.0,41.19332774450284,16.69467139912326,733813.923605363,17813.90248820791,112.27186189684825,1,0,0,TCP,Other,PortScan
80,40203.93436206994,7,10,3083.9375844166016,4908.911141841749,440.5625120595145,490.8911141841749,198807.6254994371,422.84418850406115,2512.745897629371,0,1,1,TCP,HTTPS,BENIGN
8080,34623.27947925345,4,3,775.6466313750858,874.8234291195286,193.91165784377145,291.6078097065095,47669.3740546325,202.17611113916743,5770.546579875575,1,1,0,TCP,DNS,BENIGN
443,116734.29813097854,9,7,2523.7130521471518,4371.885302794964,280.41256134968353,624.5550432564235,59070.88546679827,137.06340172660856,7782.286542065236,0,1,0,TCP,HTTPS,BENIGN
80,53796.43342036401,14,29,2279.2821092320214,15131.201503393788,162.80586494514438,521.7655690825444,323636.3919626552,799.3094944417421,1280.8674623896193,0,1,0,TCP,DNS,BENIGN
53,51070.83186025563,14,23,4306.782977429899,9673.79484710607,307.62735553070706,420.5997759611335,273748.77822219185,724.483989241502,1418.6342183404342,1,1,0,TCP,HTTPS,BENIGN
443,46086.64320230438,23,16,5623.637000168212,6022.231788932068,244.50595652905267,376.3894868082543,252695.0973187384,846.2321681534391,1212.8064000606416,0,1,0,TCP,HTTPS,BENIGN
443,73397.9197575939,347,3,318307.2163496719,0.0,917.3118626791696,0.0,4336733.485103154,4768.527516255503,210.3092256664582,1,0,0,TCP,HTTP,DoS
443,91678.51371145392,11,14,3416.736847934498,5326.84553105295,310.612440721318,380.48896650378214,95372.20909259857,272.6920298760974,3819.93807131058,0,1,1,UDP,SSH,BENIGN
53,128395.68308520746,7,6,1900.6466820020637,3154.7472628566034,271.5209545717234,525.7912104761006,39373.550756404686,101.24951001174071,10699.640257100622,0,1,0,TCP,HTTP,BENIGN
22,231.40671926844223,54,31,7794.9404107242735,4924.577694575558,144.3507483467458,158.8573449863083,54966070.75849261,367318.6339131154,2.7548418960528838,1,1,1,TCP,FTP,Brute Force
80,155600.6208113919,7,9,1115.3736985977291,5854.047997827336,159.33909979967558,650.4497775363707,44790.449164549966,102.8273532365534,10373.37472075946,0,1,1,TCP,Other,BENIGN
80,148079.71669699386,29,29,8941.77108396259,17124.917836422173,308.33693392974453,590.5144081524887,176031.46130893388,391.6809222338109,2597.8897666139273,1,1,0,TCP,HTTPS,BENIGN
15142,279.4755052674803,1,0,46.19044514270962,0.0,46.19044514270962,27.225830981924503,165275.46876962145,3578.1311104274428,279.4755052674803,1,0,0,TCP,Other,PortScan
80,22407.212675223134,9,4,3312.911958958403,1510.6789537912991,368.1013287731559,377.6697384478248,215269.5644328581,580.1703312422612,1867.2677229352612,0,1,0,TCP,HTTPS,BENIGN
21,11966.791235988649,29,6,9478.543718236286,3898.279372348009,326.84633511159603,649.7132287246682,1117828.7334331654,2924.7606404916482,351.96444811731317,1,1,0,UDP,Other,BENIGN
22,44037.878152745994,11,12,4184.950404445046,5706.5119588558555,380.45003676773143,475.542663237988,224612.60120190683,522.2776610676877,2001.721734215727,1,0,0,TCP,HTTP,BENIGN
443,78777.4048916296,22,14,5207.051182931063,4304.442848327331,236.68414467868467,307.4602034519522,120738.8596304094,456.9838273997921,2250.782996903703,0,1,0,TCP,DNS,BENIGN
22,6471.272098731266,24,41,2740.8597482780488,11027.589486798317,114.20248951158537,268.9655972389833,2127626.3808742883,10044.392973793152,101.11362654267603,1,1,1,TCP,SSH,Brute Force
21445,708.9038245992491,1,1,37.85208104914025,24.42481440768472,37.85208104914025,24.42481440768472,87849.56900469646,2821.2571728338767,708.9038245992491,1,0,0,TCP,Other,PortScan
80,145845.56327807505,322,4,212783.89568510323,134.954424079691,660.8195518170908,33.73860601992275,1459892.5419707366,2235.2411185689293,448.755579317154,1,0,1,TCP,HTTP,DoS
22,41472.857284299585,60,14,6283.861947360818,2208.473041798607,104.73103245601362,157.74807441418622,204768.5051199589,1784.2995357837146,568.1213326616381,1,1,1,TCP,SSH,Brute Force
19269,319.7667231010631,2,0,91.2839937611786,0.0,45.6419968805893,23.11291650266434,285470.5857942825,6254.559513273352,319.7667231010631,1,0,0,UDP,Other,PortScan
80,93960.354789673,26,21,9295.15547581651,10790.038282161384,357.5059798390965,513.8113467695897,213762.4299412013,500.2109677555802,2042.6164084711522,0,1,1,TCP,HTTP,BENIGN
22,39297.03325150725,45,49,7259.090688213665,9411.329486194401,161.31312640474812,192.06794869784494,424215.7434052268,2392.038080798239,422.54874463986295,1,1,1,TCP,SSH,Brute Force
80,117649.53394340797,24,24,8391.885771070125,15080.50502437126,349.6619071279219,628.3543760154691,199511.12434267803,407.99141646484605,2503.1815732639993,0,1,0,TCP,HTTP,BENIGN
42883,1609.2521207191105,1,1,32.977132627542375,25.9737931959096,32.977132627542375,25.9737931959096,36632.498453448774,1242.813338102845,1609.2521207191105,1,0,0,TCP,Other,PortScan
22,5722.572440073948,61,50,8078.308653834776,16209.414981468772,132.43128940712748,324.1882996293754,4244196.799541029,19396.871103402867,52.023385818854074,1,1,1,TCP,FTP,Brute Force
80,7586.992036585353,12,8,3823.1163540685993,2870.448236636102,318.59302950571663,358.80602957951277,882242.2059266121,2636.090812216183,399.31537034659755,0,1,1,TCP,HTTP,BENIGN
443,80449.0575395985,5,28,1328.43344347015,12484.955756173822,265.68668869403,445.89127700620793,171703.55529453862,410.1974716578475,2514.0330481124533,1,0,1,TCP,HTTPS,BENIGN
21,2001.9665213296648,28,15,10021.551083999018,9328.65524557929,357.9125387142507,621.910349705286,9665599.36113532,21478.880661520896,47.66586955546821,0,1,0,TCP,HTTPS,BENIGN
443,93693.58893300321,3,16,954.5588739765069,11166.659205610773,318.1862913255023,697.9162003506733,129370.83761680545,202.78868828032824,5205.199385166845,0,1,0,TCP,HTTPS,BENIGN
35303,298.6857192025428,1,1,33.61179365177686,16.286378706681095,33.61179365177686,16.286378706681095,167059.1164910075,6696.001420288102,298.6857192025428,1,0,0,TCP,Other,PortScan
22,3078.5536273223647,51,61,5638.788232718001,13817.846641016476,110.56447515133335,226.5220760822373,6320057.15315646,36380.720805378434,27.734717363264547,1,1,1,TCP,FTP,Brute Force
8080,20734.05844617426,17,5,4746.081855571934,2674.11607612265,279.1812856218785,534.82321522453,357874.84398953844,1061.0561389663358,987.3361164844885,0,1,0,TCP,HTTPS,BENIGN
80,47041.76911225173,4,15,1930.1365862522443,3565.15221117282,482.5341465630611,237.676814078188,116817.2222501269,403.89637461682054,2613.431617347318,0,1,0,UDP,HTTPS,BENIGN
443,41353.19280480436,12,11,3612.845192059496,5434.71308743338,301.0704326716247,494.06482613030727,218787.41799210582,556.184382390128,1879.6905820365619,0,1,0,UDP,HTTPS,BENIGN
8080,2918.5255172593497,10,22,4992.273471741607,13287.433008749693,499.2273471741607,603.9742276704405,6263336.185477971,10964.44071184606,94.14598442772096,1,1,1,UDP,DNS,BENIGN
443,74000.63989496876,2,23,680.5038886488467,13741.14040157609,340.25194432442333,597.4408870250475,194885.39978429908,337.83491650184675,3083.359995623698,0,0,1,ICMP,FTP,BENIGN
53,84273.78401512493,28,25,12857.607663551957,9447.69266806226,459.20027369828415,377.9077067224904,264676.6202833731,628.902577704211,1620.6496925985562,1,0,1,UDP,HTTPS,BENIGN
80,15364.960292360463,27,8,12490.20862829759,9475.019606536847,462.6003195665774,1184.377450817106,1429566.2219026797,2277.910214802324,451.9105968341313,1,1,1,TCP,HTTP,Web Attack
21,93799.84711429501,20,12,3715.0362037631544,6879.336249253216,185.75181018815772,573.2780207711013,112946.58551103117,341.1519419750017,3025.8015198159683,1,1,0,TCP,HTTPS,BENIGN
80,93171.25636921772,3,29,748.690439885818,15801.448054540024,249.56347996193935,544.8775191220698,177631.37623518985,343.4535633306356,3005.5243990070235,0,0,0,ICMP,HTTPS,BENIGN
8080,212933.1655177717,305,7,248980.32725011348,432.8542472065016,816.3289418036508,61.83632102950023,1171321.4373667103,1465.248493541792,684.6725579349572,1,0,0,TCP,Other,DoS
80,93962.53900230878,19,14,5759.599990589447,7133.429705829316,303.1368416099709,509.53069327352256,137214.5733109869,351.203791962126,2936.3293438221494,0,1,0,UDP,HTTP,BENIGN
443,57026.60505354619,19,34,10597.838772318357,40738.16937710933,557.7809880167556,1198.1814522679215,900211.5433879464,929.39076331538,1096.6654817989652,1,1,1,TCP,HTTP,Web Attack
443,55902.741188955,8,31,3630.948511333057,32974.01943475915,453.8685639166321,1063.6780462825534,654797.3707114822,697.640208163986,1471.1247681303946,1,1,1,TCP,HTTP,Web Attack
443,3045.0985287360145,1,17,316.39514808948104,9546.673565850298,316.39514808948104,561.5690332853117,3238998.219881518,5911.138779299727,179.12344286682438,0,1,0,TCP,HTTPS,BENIGN
80,55240.97828574912,16,28,6063.852394966229,12738.140202924284,378.99077468538934,454.9335786758673,340363.13587047724,796.5101518006782,1284.6739136220726,0,1,1,ICMP,HTTPS,BENIGN
80,61105.84484632938,14,28,1621.2399606913855,13253.18630343113,115.80285433509896,473.3280822653975,243420.67933974438,687.3319582704851,1490.3864596665703,0,0,0,TCP,HTTP,BENIGN
53,65658.57523818905,16,17,3390.40029867058,3746.0273934469806,211.90001866691125,220.35455255570474,108689.9565856981,502.60000129893444,2051.830476193408,0,1,0,TCP,HTTPS,BENIGN
53,938.6484704602228,22,18,4790.150330303526,8233.130311592928,217.73410592288755,457.3961284218293,13874502.597880004,42614.46245194205,24.06790949898007,0,0,1,TCP,HTTP,BENIGN
443,24867.345402669314,397,7,345722.6140012674,447.45358021808653,870.837818642991,63.921940031155216,13920668.32933148,16246.205353171063,61.705571718782416,1,0,0,TCP,HTTP,DoS
80,11591.84208508068,23,3,4.123535472048889,1317.877326967956,0.17928415095864736,439.292442322652,114045.79640896682,2242.9567112084274,463.6736834032272,0,1,0,TCP,FTP,BENIGN
53,73164.71628753489,7,5,3657.1740371398473,2567.3470652424576,522.453433877121,513.4694130484916,85075.44918127127,164.0134836693742,6651.337844321353,1,1,0,TCP,HTTP,BENIGN
80,227143.32008646065,4,1,1219.2693215012462,571.6954966398853,304.81733037531154,571.6954966398853,7884.734701682674,22.0125337522441,56785.83002161516,0,1,0,TCP,HTTP,BENIGN
